field_name,record_type,dimension,dimension_value,total_records,non_empty_count,valid_count,coverage,valid_coverage
source_block_ids,chunk,record_type,chunk,4,1,1,0.25,0.25
source_block_ids,chunk,source,fixture/orphan,1,0,0,0.0,0.0
source_block_ids,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
source_block_ids,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
source_block_ids,chunk,version,1,2,1,1,0.5,0.5
source_block_ids,chunk,version,2,2,0,0,0.0,0.0
source_block_ids,chunk,year,2026,4,1,1,0.25,0.25
table_identity,chunk,all,all,4,0,0,0.0,0.0
table_identity,chunk,document_type,policy,2,0,0,0.0,0.0
table_identity,chunk,document_type,report,1,0,0,0.0,0.0
table_identity,chunk,record_type,chunk,4,0,0,0.0,0.0
table_identity,chunk,source,fixture/orphan,1,0,0,0.0,0.0
table_identity,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
table_identity,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
table_identity,chunk,version,1,2,0,0,0.0,0.0
table_identity,chunk,version,2,2,0,0,0.0,0.0
table_identity,chunk,year,2026,4,0,0,0.0,0.0
table_row_group_index,chunk,all,all,4,0,0,0.0,0.0
table_row_group_index,chunk,document_type,policy,2,0,0,0.0,0.0
table_row_group_index,chunk,document_type,report,1,0,0,0.0,0.0
table_row_group_index,chunk,record_type,chunk,4,0,0,0.0,0.0
table_row_group_index,chunk,source,fixture/orphan,1,0,0,0.0,0.0
table_row_group_index,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
table_row_group_index,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
table_row_group_index,chunk,version,1,2,0,0,0.0,0.0
table_row_group_index,chunk,version,2,2,0,0,0.0,0.0
table_row_group_index,chunk,year,2026,4,0,0,0.0,0.0
table_row_group,chunk,all,all,4,0,0,0.0,0.0
table_row_group,chunk,document_type,policy,2,0,0,0.0,0.0
table_row_group,chunk,document_type,report,1,0,0,0.0,0.0
table_row_group,chunk,record_type,chunk,4,0,0,0.0,0.0
table_row_group,chunk,source,fixture/orphan,1,0,0,0.0,0.0
table_row_group,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
table_row_group,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
table_row_group,chunk,version,1,2,0,0,0.0,0.0
table_row_group,chunk,version,2,2,0,0,0.0,0.0
table_row_group,chunk,year,2026,4,0,0,0.0,0.0
document_version,chunk,all,all,4,4,4,1.0,1.0
document_version,chunk,document_type,policy,2,2,2,1.0,1.0
document_version,chunk,document_type,report,1,1,1,1.0,1.0
document_version,chunk,record_type,chunk,4,4,4,1.0,1.0
document_version,chunk,source,fixture/orphan,1,1,1,1.0,1.0
document_version,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
document_version,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
document_version,chunk,version,1,2,2,2,1.0,1.0
document_version,chunk,version,2,2,2,2,1.0,1.0
document_version,chunk,year,2026,4,4,4,1.0,1.0
parser_name,chunk,all,all,4,4,4,1.0,1.0
parser_name,chunk,document_type,policy,2,2,2,1.0,1.0
parser_name,chunk,document_type,report,1,1,1,1.0,1.0
parser_name,chunk,record_type,chunk,4,4,4,1.0,1.0
parser_name,chunk,source,fixture/orphan,1,1,1,1.0,1.0
parser_name,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
parser_name,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
parser_name,chunk,version,1,2,2,2,1.0,1.0
parser_name,chunk,version,2,2,2,2,1.0,1.0
parser_name,chunk,year,2026,4,4,4,1.0,1.0
parser_version,chunk,all,all,4,4,4,1.0,1.0
parser_version,chunk,document_type,policy,2,2,2,1.0,1.0
parser_version,chunk,document_type,report,1,1,1,1.0,1.0
parser_version,chunk,record_type,chunk,4,4,4,1.0,1.0
parser_version,chunk,source,fixture/orphan,1,1,1,1.0,1.0
parser_version,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
parser_version,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
parser_version,chunk,version,1,2,2,2,1.0,1.0
parser_version,chunk,version,2,2,2,2,1.0,1.0
parser_version,chunk,year,2026,4,4,4,1.0,1.0
page_count,chunk,all,all,4,0,0,0.0,0.0
page_count,chunk,document_type,policy,2,0,0,0.0,0.0
page_count,chunk,document_type,report,1,0,0,0.0,0.0
page_count,chunk,record_type,chunk,4,0,0,0.0,0.0
page_count,chunk,source,fixture/orphan,1,0,0,0.0,0.0
page_count,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
page_count,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
page_count,chunk,version,1,2,0,0,0.0,0.0
page_count,chunk,version,2,2,0,0,0.0,0.0
page_count,chunk,year,2026,4,0,0,0.0,0.0
pdf_type,chunk,all,all,4,0,0,0.0,0.0
pdf_type,chunk,document_type,policy,2,0,0,0.0,0.0
pdf_type,chunk,document_type,report,1,0,0,0.0,0.0
pdf_type,chunk,record_type,chunk,4,0,0,0.0,0.0
pdf_type,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pdf_type,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
pdf_type,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pdf_type,chunk,version,1,2,0,0,0.0,0.0
pdf_type,chunk,version,2,2,0,0,0.0,0.0
pdf_type,chunk,year,2026,4,0,0,0.0,0.0
extraction_strategy,chunk,all,all,4,0,0,0.0,0.0
extraction_strategy,chunk,document_type,policy,2,0,0,0.0,0.0
extraction_strategy,chunk,document_type,report,1,0,0,0.0,0.0
extraction_strategy,chunk,record_type,chunk,4,0,0,0.0,0.0
extraction_strategy,chunk,source,fixture/orphan,1,0,0,0.0,0.0
extraction_strategy,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
extraction_strategy,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
extraction_strategy,chunk,version,1,2,0,0,0.0,0.0
extraction_strategy,chunk,version,2,2,0,0,0.0,0.0
extraction_strategy,chunk,year,2026,4,0,0,0.0,0.0
estimated_ocr_required,chunk,all,all,4,0,0,0.0,0.0
estimated_ocr_required,chunk,document_type,policy,2,0,0,0.0,0.0
estimated_ocr_required,chunk,document_type,report,1,0,0,0.0,0.0
estimated_ocr_required,chunk,record_type,chunk,4,0,0,0.0,0.0
estimated_ocr_required,chunk,source,fixture/orphan,1,0,0,0.0,0.0
estimated_ocr_required,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
estimated_ocr_required,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
estimated_ocr_required,chunk,version,1,2,0,0,0.0,0.0
estimated_ocr_required,chunk,version,2,2,0,0,0.0,0.0
estimated_ocr_required,chunk,year,2026,4,0,0,0.0,0.0
analysis_confidence,chunk,all,all,4,0,0,0.0,0.0
analysis_confidence,chunk,document_type,policy,2,0,0,0.0,0.0
analysis_confidence,chunk,document_type,report,1,0,0,0.0,0.0
analysis_confidence,chunk,record_type,chunk,4,0,0,0.0,0.0
analysis_confidence,chunk,source,fixture/orphan,1,0,0,0.0,0.0
analysis_confidence,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
analysis_confidence,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
analysis_confidence,chunk,version,1,2,0,0,0.0,0.0
analysis_confidence,chunk,version,2,2,0,0,0.0,0.0
analysis_confidence,chunk,year,2026,4,0,0,0.0,0.0
sheet_count,chunk,all,all,4,0,0,0.0,0.0
sheet_count,chunk,document_type,policy,2,0,0,0.0,0.0
sheet_count,chunk,document_type,report,1,0,0,0.0,0.0
sheet_count,chunk,record_type,chunk,4,0,0,0.0,0.0
sheet_count,chunk,source,fixture/orphan,1,0,0,0.0,0.0
sheet_count,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
sheet_count,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
sheet_count,chunk,version,1,2,0,0,0.0,0.0
sheet_count,chunk,version,2,2,0,0,0.0,0.0
sheet_count,chunk,year,2026,4,0,0,0.0,0.0
retrieval_metadata,chunk,all,all,4,4,4,1.0,1.0
retrieval_metadata,chunk,document_type,policy,2,2,2,1.0,1.0
retrieval_metadata,chunk,document_type,report,1,1,1,1.0,1.0
retrieval_metadata,chunk,record_type,chunk,4,4,4,1.0,1.0
retrieval_metadata,chunk,source,fixture/orphan,1,1,1,1.0,1.0
retrieval_metadata,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
retrieval_metadata,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
retrieval_metadata,chunk,version,1,2,2,2,1.0,1.0
retrieval_metadata,chunk,version,2,2,2,2,1.0,1.0
retrieval_metadata,chunk,year,2026,4,4,4,1.0,1.0
title,chunk,all,all,4,3,3,0.75,0.75
title,chunk,document_type,policy,2,2,2,1.0,1.0
title,chunk,document_type,report,1,1,1,1.0,1.0
title,chunk,record_type,chunk,4,3,3,0.75,0.75
title,chunk,source,fixture/orphan,1,0,0,0.0,0.0
title,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
title,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
title,chunk,version,1,2,1,1,0.5,0.5
title,chunk,version,2,2,2,2,1.0,1.0
title,chunk,year,2026,4,3,3,0.75,0.75
document_type,chunk,all,all,4,3,3,0.75,0.75
document_type,chunk,document_type,policy,2,2,2,1.0,1.0
document_type,chunk,document_type,report,1,1,1,1.0,1.0
document_type,chunk,record_type,chunk,4,3,3,0.75,0.75
document_type,chunk,source,fixture/orphan,1,0,0,0.0,0.0
document_type,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
document_type,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
document_type,chunk,version,1,2,1,1,0.5,0.5
document_type,chunk,version,2,2,2,2,1.0,1.0
document_type,chunk,year,2026,4,3,3,0.75,0.75
language,chunk,all,all,4,4,3,1.0,0.75
language,chunk,document_type,policy,2,2,2,1.0,1.0
language,chunk,document_type,report,1,1,0,1.0,0.0
language,chunk,record_type,chunk,4,4,3,1.0,0.75
language,chunk,source,fixture/orphan,1,1,1,1.0,1.0
language,chunk,source,policy/ctp-2026,2,2,1,1.0,0.5
language,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
language,chunk,version,1,2,2,2,1.0,1.0
language,chunk,version,2,2,2,1,1.0,0.5
language,chunk,year,2026,4,4,3,1.0,0.75
section_path,chunk,all,all,4,3,3,0.75,0.75
section_path,chunk,document_type,policy,2,2,2,1.0,1.0
section_path,chunk,document_type,report,1,1,1,1.0,1.0
section_path,chunk,record_type,chunk,4,3,3,0.75,0.75
section_path,chunk,source,fixture/orphan,1,0,0,0.0,0.0
section_path,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
section_path,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
section_path,chunk,version,1,2,1,1,0.5,0.5
section_path,chunk,version,2,2,2,2,1.0,1.0
section_path,chunk,year,2026,4,3,3,0.75,0.75
content_kind,chunk,all,all,4,3,3,0.75,0.75
content_kind,chunk,document_type,policy,2,2,2,1.0,1.0
content_kind,chunk,document_type,report,1,1,1,1.0,1.0
content_kind,chunk,record_type,chunk,4,3,3,0.75,0.75
content_kind,chunk,source,fixture/orphan,1,0,0,0.0,0.0
content_kind,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
content_kind,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
content_kind,chunk,version,1,2,1,1,0.5,0.5
content_kind,chunk,version,2,2,2,2,1.0,1.0
content_kind,chunk,year,2026,4,3,3,0.75,0.75
table_header,chunk,all,all,4,2,2,0.5,0.5
table_header,chunk,document_type,policy,2,2,2,1.0,1.0
table_header,chunk,document_type,report,1,0,0,0.0,0.0
table_header,chunk,record_type,chunk,4,2,2,0.5,0.5
table_header,chunk,source,fixture/orphan,1,0,0,0.0,0.0
table_header,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
table_header,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
table_header,chunk,version,1,2,1,1,0.5,0.5
table_header,chunk,version,2,2,1,1,0.5,0.5
table_header,chunk,year,2026,4,2,2,0.5,0.5
keyword_aliases,chunk,all,all,4,2,2,0.5,0.5
keyword_aliases,chunk,document_type,policy,2,2,2,1.0,1.0
keyword_aliases,chunk,document_type,report,1,0,0,0.0,0.0
keyword_aliases,chunk,record_type,chunk,4,2,2,0.5,0.5
keyword_aliases,chunk,source,fixture/orphan,1,0,0,0.0,0.0
keyword_aliases,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
keyword_aliases,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
keyword_aliases,chunk,version,1,2,1,1,0.5,0.5
keyword_aliases,chunk,version,2,2,1,1,0.5,0.5
keyword_aliases,chunk,year,2026,4,2,2,0.5,0.5
contextual_summary,chunk,all,all,4,2,2,0.5,0.5
contextual_summary,chunk,document_type,policy,2,2,2,1.0,1.0
contextual_summary,chunk,document_type,report,1,0,0,0.0,0.0
contextual_summary,chunk,record_type,chunk,4,2,2,0.5,0.5
contextual_summary,chunk,source,fixture/orphan,1,0,0,0.0,0.0
contextual_summary,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
contextual_summary,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
contextual_summary,chunk,version,1,2,1,1,0.5,0.5
contextual_summary,chunk,version,2,2,1,1,0.5,0.5
contextual_summary,chunk,year,2026,4,2,2,0.5,0.5
contextual_search_terms,chunk,all,all,4,3,2,0.75,0.5
contextual_search_terms,chunk,document_type,policy,2,2,2,1.0,1.0
contextual_search_terms,chunk,document_type,report,1,1,0,1.0,0.0
contextual_search_terms,chunk,record_type,chunk,4,3,2,0.75,0.5
contextual_search_terms,chunk,source,fixture/orphan,1,0,0,0.0,0.0
contextual_search_terms,chunk,source,policy/ctp-2026,2,2,1,1.0,0.5
contextual_search_terms,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
contextual_search_terms,chunk,version,1,2,1,1,0.5,0.5
contextual_search_terms,chunk,version,2,2,2,1,1.0,0.5
contextual_search_terms,chunk,year,2026,4,3,2,0.75,0.5
embedding_context,chunk,all,all,4,0,0,0.0,0.0
embedding_context,chunk,document_type,policy,2,0,0,0.0,0.0
embedding_context,chunk,document_type,report,1,0,0,0.0,0.0
embedding_context,chunk,record_type,chunk,4,0,0,0.0,0.0
embedding_context,chunk,source,fixture/orphan,1,0,0,0.0,0.0
embedding_context,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
embedding_context,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
embedding_context,chunk,version,1,2,0,0,0.0,0.0
embedding_context,chunk,version,2,2,0,0,0.0,0.0
embedding_context,chunk,year,2026,4,0,0,0.0,0.0
embedding_text_checksum,chunk,all,all,4,4,4,1.0,1.0
embedding_text_checksum,chunk,document_type,policy,2,2,2,1.0,1.0
embedding_text_checksum,chunk,document_type,report,1,1,1,1.0,1.0
embedding_text_checksum,chunk,record_type,chunk,4,4,4,1.0,1.0
embedding_text_checksum,chunk,source,fixture/orphan,1,1,1,1.0,1.0
embedding_text_checksum,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
embedding_text_checksum,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
embedding_text_checksum,chunk,version,1,2,2,2,1.0,1.0
embedding_text_checksum,chunk,version,2,2,2,2,1.0,1.0
embedding_text_checksum,chunk,year,2026,4,4,4,1.0,1.0
search_text_checksum,chunk,all,all,4,1,1,0.25,0.25
search_text_checksum,chunk,document_type,policy,2,1,1,0.5,0.5
search_text_checksum,chunk,document_type,report,1,0,0,0.0,0.0
search_text_checksum,chunk,record_type,chunk,4,1,1,0.25,0.25
search_text_checksum,chunk,source,fixture/orphan,1,0,0,0.0,0.0
search_text_checksum,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
search_text_checksum,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
search_text_checksum,chunk,version,1,2,1,1,0.5,0.5
search_text_checksum,chunk,version,2,2,0,0,0.0,0.0
search_text_checksum,chunk,year,2026,4,1,1,0.25,0.25
embedding_model,chunk,all,all,4,0,0,0.0,0.0
embedding_model,chunk,document_type,policy,2,0,0,0.0,0.0
embedding_model,chunk,document_type,report,1,0,0,0.0,0.0
embedding_model,chunk,record_type,chunk,4,0,0,0.0,0.0
embedding_model,chunk,source,fixture/orphan,1,0,0,0.0,0.0
embedding_model,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
embedding_model,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
embedding_model,chunk,version,1,2,0,0,0.0,0.0
embedding_model,chunk,version,2,2,0,0,0.0,0.0
embedding_model,chunk,year,2026,4,0,0,0.0,0.0
ingestion_generation,chunk,all,all,4,0,0,0.0,0.0
ingestion_generation,chunk,document_type,policy,2,0,0,0.0,0.0
ingestion_generation,chunk,document_type,report,1,0,0,0.0,0.0
ingestion_generation,chunk,record_type,chunk,4,0,0,0.0,0.0
ingestion_generation,chunk,source,fixture/orphan,1,0,0,0.0,0.0
ingestion_generation,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
ingestion_generation,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
ingestion_generation,chunk,version,1,2,0,0,0.0,0.0
ingestion_generation,chunk,version,2,2,0,0,0.0,0.0
ingestion_generation,chunk,year,2026,4,0,0,0.0,0.0
contextual_text_version,chunk,all,all,4,0,0,0.0,0.0
contextual_text_version,chunk,document_type,policy,2,0,0,0.0,0.0
contextual_text_version,chunk,document_type,report,1,0,0,0.0,0.0
contextual_text_version,chunk,record_type,chunk,4,0,0,0.0,0.0
contextual_text_version,chunk,source,fixture/orphan,1,0,0,0.0,0.0
contextual_text_version,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
contextual_text_version,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
contextual_text_version,chunk,version,1,2,0,0,0.0,0.0
contextual_text_version,chunk,version,2,2,0,0,0.0,0.0
contextual_text_version,chunk,year,2026,4,0,0,0.0,0.0
context_enrichment,chunk,all,all,4,3,3,0.75,0.75
context_enrichment,chunk,document_type,policy,2,2,2,1.0,1.0
context_enrichment,chunk,document_type,report,1,1,1,1.0,1.0
context_enrichment,chunk,record_type,chunk,4,3,3,0.75,0.75
context_enrichment,chunk,source,fixture/orphan,1,0,0,0.0,0.0
context_enrichment,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
context_enrichment,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
context_enrichment,chunk,version,1,2,1,1,0.5,0.5
context_enrichment,chunk,version,2,2,2,2,1.0,1.0
context_enrichment,chunk,year,2026,4,3,3,0.75,0.75
context_enrichment.status,chunk,all,all,4,3,3,0.75,0.75
context_enrichment.status,chunk,document_type,policy,2,2,2,1.0,1.0
context_enrichment.status,chunk,document_type,report,1,1,1,1.0,1.0
context_enrichment.status,chunk,record_type,chunk,4,3,3,0.75,0.75
context_enrichment.status,chunk,source,fixture/orphan,1,0,0,0.0,0.0
context_enrichment.status,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
context_enrichment.status,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
context_enrichment.status,chunk,version,1,2,1,1,0.5,0.5
context_enrichment.status,chunk,version,2,2,2,2,1.0,1.0
context_enrichment.status,chunk,year,2026,4,3,3,0.75,0.75
context_enrichment.provider,chunk,all,all,4,3,3,0.75,0.75
context_enrichment.provider,chunk,document_type,policy,2,2,2,1.0,1.0
context_enrichment.provider,chunk,document_type,report,1,1,1,1.0,1.0
context_enrichment.provider,chunk,record_type,chunk,4,3,3,0.75,0.75
context_enrichment.provider,chunk,source,fixture/orphan,1,0,0,0.0,0.0
context_enrichment.provider,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
context_enrichment.provider,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
context_enrichment.provider,chunk,version,1,2,1,1,0.5,0.5
context_enrichment.provider,chunk,version,2,2,2,2,1.0,1.0
context_enrichment.provider,chunk,year,2026,4,3,3,0.75,0.75
context_enrichment.model,chunk,all,all,4,3,3,0.75,0.75
context_enrichment.model,chunk,document_type,policy,2,2,2,1.0,1.0
context_enrichment.model,chunk,document_type,report,1,1,1,1.0,1.0
context_enrichment.model,chunk,record_type,chunk,4,3,3,0.75,0.75
context_enrichment.model,chunk,source,fixture/orphan,1,0,0,0.0,0.0
context_enrichment.model,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
context_enrichment.model,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
context_enrichment.model,chunk,version,1,2,1,1,0.5,0.5
context_enrichment.model,chunk,version,2,2,2,2,1.0,1.0
context_enrichment.model,chunk,year,2026,4,3,3,0.75,0.75
context_enrichment.prompt_version,chunk,all,all,4,3,3,0.75,0.75
context_enrichment.prompt_version,chunk,document_type,policy,2,2,2,1.0,1.0
context_enrichment.prompt_version,chunk,document_type,report,1,1,1,1.0,1.0
context_enrichment.prompt_version,chunk,record_type,chunk,4,3,3,0.75,0.75
context_enrichment.prompt_version,chunk,source,fixture/orphan,1,0,0,0.0,0.0
context_enrichment.prompt_version,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
context_enrichment.prompt_version,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
context_enrichment.prompt_version,chunk,version,1,2,1,1,0.5,0.5
context_enrichment.prompt_version,chunk,version,2,2,2,2,1.0,1.0
context_enrichment.prompt_version,chunk,year,2026,4,3,3,0.75,0.75
context_enrichment.input_checksum,chunk,all,all,4,3,3,0.75,0.75
context_enrichment.input_checksum,chunk,document_type,policy,2,2,2,1.0,1.0
context_enrichment.input_checksum,chunk,document_type,report,1,1,1,1.0,1.0
context_enrichment.input_checksum,chunk,record_type,chunk,4,3,3,0.75,0.75
context_enrichment.input_checksum,chunk,source,fixture/orphan,1,0,0,0.0,0.0
context_enrichment.input_checksum,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
context_enrichment.input_checksum,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
context_enrichment.input_checksum,chunk,version,1,2,1,1,0.5,0.5
context_enrichment.input_checksum,chunk,version,2,2,2,2,1.0,1.0
context_enrichment.input_checksum,chunk,year,2026,4,3,3,0.75,0.75
context_enrichment.error_code,chunk,all,all,4,1,1,0.25,0.25
context_enrichment.error_code,chunk,document_type,policy,2,1,1,0.5,0.5
context_enrichment.error_code,chunk,document_type,report,1,0,0,0.0,0.0
context_enrichment.error_code,chunk,record_type,chunk,4,1,1,0.25,0.25
context_enrichment.error_code,chunk,source,fixture/orphan,1,0,0,0.0,0.0
context_enrichment.error_code,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
context_enrichment.error_code,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
context_enrichment.error_code,chunk,version,1,2,0,0,0.0,0.0
context_enrichment.error_code,chunk,version,2,2,1,1,0.5,0.5
context_enrichment.error_code,chunk,year,2026,4,1,1,0.25,0.25
exact_duplicate_group_id,chunk,all,all,4,4,4,1.0,1.0
exact_duplicate_group_id,chunk,document_type,policy,2,2,2,1.0,1.0
exact_duplicate_group_id,chunk,document_type,report,1,1,1,1.0,1.0
exact_duplicate_group_id,chunk,record_type,chunk,4,4,4,1.0,1.0
exact_duplicate_group_id,chunk,source,fixture/orphan,1,1,1,1.0,1.0
exact_duplicate_group_id,chunk,source,policy/ctp-2026,2,2,2,1.0,1.0
exact_duplicate_group_id,chunk,source,policy/ctp-2026-v2,1,1,1,1.0,1.0
exact_duplicate_group_id,chunk,version,1,2,2,2,1.0,1.0
exact_duplicate_group_id,chunk,version,2,2,2,2,1.0,1.0
exact_duplicate_group_id,chunk,year,2026,4,4,4,1.0,1.0
canonical_text,chunk,all,all,4,0,0,0.0,0.0
canonical_text,chunk,document_type,policy,2,0,0,0.0,0.0
canonical_text,chunk,document_type,report,1,0,0,0.0,0.0
canonical_text,chunk,record_type,chunk,4,0,0,0.0,0.0
canonical_text,chunk,source,fixture/orphan,1,0,0,0.0,0.0
canonical_text,chunk,source,policy/ctp-2026,2,0,0,0.0,0.0
canonical_text,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
canonical_text,chunk,version,1,2,0,0,0.0,0.0
canonical_text,chunk,version,2,2,0,0,0.0,0.0
canonical_text,chunk,year,2026,4,0,0,0.0,0.0
pre_embedding_quality,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.detector_version,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.detector_version,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.detector_version,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.detector_version,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.detector_version,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.detector_version,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.detector_version,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.detector_version,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.detector_version,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.detector_version,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.action,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.action,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.action,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.action,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.action,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.action,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.action,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.action,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.action,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.action,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.relation_type,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.relation_type,chunk,document_type,policy,2,1,1,0.5,0.5
pre_embedding_quality.relation_type,chunk,document_type,report,1,0,0,0.0,0.0
pre_embedding_quality.relation_type,chunk,record_type,chunk,4,1,1,0.25,0.25
pre_embedding_quality.relation_type,chunk,source,fixture/orphan,1,0,0,0.0,0.0
pre_embedding_quality.relation_type,chunk,source,policy/ctp-2026,2,1,1,0.5,0.5
pre_embedding_quality.relation_type,chunk,source,policy/ctp-2026-v2,1,0,0,0.0,0.0
pre_embedding_quality.relation_type,chunk,version,1,2,1,1,0.5,0.5
pre_embedding_quality.relation_type,chunk,version,2,2,0,0,0.0,0.0
pre_embedding_quality.relation_type,chunk,year,2026,4,1,1,0.25,0.25
pre_embedding_quality.confidence,chunk,all,all,4,1,1,0.25,0.25
pre_embedding_quality.confidence,chunk,document_type,policy,2,1,1,0.5,0.5
