test_id,source_file,primary_slice,target_type,expected_page,status,term_coverage,relevant_chunk_count,relevant_chunk_ids,relevant_group_count,protected_chunk_count,missing_terms
real_cross_document_confusion_23,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:10:3374e4c5b6c5,1,0,
real_cross_document_confusion_24,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,1,0,
real_cross_document_confusion_25,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,1,0,
real_cross_document_confusion_26,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:14:f6fb05561df3,1,0,
real_cross_document_confusion_27,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,1,0,
real_cross_document_confusion_28,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:17:3f9ca0e9fa37,1,0,
real_cross_document_confusion_29,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:19:c4358b73828c,1,0,
real_cross_document_confusion_30,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,cross_document_confusion,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:20:4bec574abaa1,1,0,
real_version_conflict_01,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_02,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_03,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_04,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_05,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_06,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_07,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_08,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_09,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_10,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_11,Vinhomes_Gia_Nha_2024.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:10:016348085087 | eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c,2,0,
real_version_conflict_12,Vinhomes_Gia_Nha_2025.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c | eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,2,0,
real_version_conflict_13,Vinhomes_Gia_Nha_2023.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:10:96b368286cda | eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c,2,0,
real_version_conflict_14,Vinhomes_Gia_Nha_2025.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c | eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,2,0,
real_version_conflict_15,Vinhomes_Gia_Nha_2025.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c | eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,2,0,
real_version_conflict_16,Vinhomes_Gia_Nha_2023.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:10:96b368286cda | eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:10:016348085087,2,0,
real_version_conflict_17,Vinhomes_Gia_Nha_2023.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:10:96b368286cda | eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,2,0,
real_version_conflict_18,Vinhomes_Gia_Nha_2024.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:10:016348085087 | eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,2,0,
real_version_conflict_19,Vinhomes_Gia_Nha_2023.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:10:96b368286cda | eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:10:016348085087,2,0,
real_version_conflict_20,Vinhomes_Gia_Nha_2024.docx,version_conflict,multi_hop,,explicit_multi_hop,1.0,2,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:10:016348085087 | eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c,2,0,
real_version_conflict_21,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_22,Vinhomes_Gia_Nha_2024.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:10:016348085087,1,0,
real_version_conflict_23,Vinhomes_Gia_Nha_2023.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:10:96b368286cda,1,0,
real_version_conflict_24,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_25,Vinhomes_Gia_Nha_2025.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c,1,0,
real_version_conflict_26,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_27,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_28,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_version_conflict_29,Vinhomes_Gia_Nha_2023.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:10:96b368286cda,1,0,
real_version_conflict_30,Vinhomes_Gia_Nha_2026.docx,version_conflict,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_section_localization_01,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:12:58ec764084f1,1,0,
real_section_localization_02,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e,1,0,
real_section_localization_03,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f,1,0,
real_section_localization_04,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5,1,0,
real_section_localization_05,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d,1,0,
real_section_localization_06,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a,1,0,
real_section_localization_07,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6,1,0,
real_section_localization_08,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d,1,0,
real_section_localization_09,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce,1,0,
real_section_localization_10,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432,1,0,
real_section_localization_11,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21,1,0,
real_section_localization_12,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:35:fc3f63a6e7d9,1,0,
real_section_localization_13,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:37:948fc77bdcf0,1,0,
real_section_localization_14,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:39:7c74de4c0bb4,1,0,
real_section_localization_15,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:42:398673fe5ce2,1,0,
real_section_localization_16,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:44:8efbbfcf29a4,1,0,
real_section_localization_17,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:46:dce482ea79e3,1,0,
real_section_localization_18,Vinhomes_Tien_Ich_Toan_Quoc.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:48:0a7c9edc3178,1,0,
real_section_localization_19,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,1,0,
real_section_localization_20,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,1,0,
real_section_localization_21,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:14:f6fb05561df3,1,0,
real_section_localization_22,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:15:63ea8a0913fd,1,0,
real_section_localization_23,Vinhomes_Gia_Nha_2023.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:5:4be336165b7f,1,0,
real_section_localization_24,Vinhomes_Gia_Nha_2023.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:12:3b6f85de3ae6,1,0,
real_section_localization_25,Vinhomes_Gia_Nha_2024.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:5:d9ae61ce87d7,1,0,
real_section_localization_26,Vinhomes_Gia_Nha_2024.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:12:3b6f85de3ae6,1,0,
real_section_localization_27,Vinhomes_Gia_Nha_2025.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:5:d693755b2074,1,0,
real_section_localization_28,Vinhomes_Gia_Nha_2025.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:12:3b6f85de3ae6,1,0,
real_section_localization_29,Vinhomes_Gia_Nha_2026.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:5:4d7a94480514,1,0,
real_section_localization_30,Vinhomes_Gia_Nha_2026.docx,section_localization,single,,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:12:3b6f85de3ae6,1,0,
real_table_structured_01,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:12:58ec764084f1,1,0,
real_table_structured_02,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e,1,0,
real_table_structured_03,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f,1,0,
real_table_structured_04,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5,1,0,
real_table_structured_05,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d,1,0,
real_table_structured_06,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a,1,0,
real_table_structured_07,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6,1,0,
real_table_structured_08,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d,1,0,
real_table_structured_09,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce,1,0,
real_table_structured_10,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432,1,0,
real_table_structured_11,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21,1,0,
real_table_structured_12,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:35:fc3f63a6e7d9,1,0,
real_table_structured_13,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:37:948fc77bdcf0,1,0,
real_table_structured_14,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:39:7c74de4c0bb4,1,0,
real_table_structured_15,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:42:398673fe5ce2,1,0,
real_table_structured_16,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:44:8efbbfcf29a4,1,0,
real_table_structured_17,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:46:dce482ea79e3,1,0,
real_table_structured_18,Vinhomes_Tien_Ich_Toan_Quoc.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:48:0a7c9edc3178,1,0,
real_table_structured_19,Vinhomes_Gia_Nha_2023.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:10:96b368286cda,1,0,
real_table_structured_20,Vinhomes_Gia_Nha_2024.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:10:016348085087,1,0,
real_table_structured_21,Vinhomes_Gia_Nha_2025.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:10:7cf5ebbbc10c,1,0,
real_table_structured_22,Vinhomes_Gia_Nha_2026.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:10:5238e81375d9,1,0,
real_table_structured_23,Vinhomes_Gia_Nha_2023.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-cc979b630c4f8de1:v1:structure_recursive:2.0:3e5532914830e3c8:5:4be336165b7f,1,0,
real_table_structured_24,Vinhomes_Gia_Nha_2024.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-d86ef3c408aa4a3b:v1:structure_recursive:2.0:3e5532914830e3c8:5:d9ae61ce87d7,1,0,
real_table_structured_25,Vinhomes_Gia_Nha_2025.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-4fe5fe94a08c579f:v1:structure_recursive:2.0:3e5532914830e3c8:5:d693755b2074,1,0,
real_table_structured_26,Vinhomes_Gia_Nha_2026.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-a068186ddde48b7a:v1:structure_recursive:2.0:3e5532914830e3c8:5:4d7a94480514,1,0,
real_table_structured_27,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:7:94ae906bb026,1,0,
real_table_structured_28,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:10:3374e4c5b6c5,1,0,
real_table_structured_29,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:17:3f9ca0e9fa37,1,0,
real_table_structured_30,Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx,table_structured,single,1,explicit_chunk_ids,1.0,1,eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:19:c4358b73828c,1,0,
real_multi_hop_01,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:12:58ec764084f1 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,2,0,
real_multi_hop_02,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,2,0,
real_multi_hop_03,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,2,0,
real_multi_hop_04,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,2,0,
real_multi_hop_05,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,2,0,
real_multi_hop_06,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:7:94ae906bb026,2,0,
real_multi_hop_07,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6 | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:13:ad08d6fa43d5,2,0,
real_multi_hop_08,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,2,0,
real_multi_hop_09,Vinhomes_Tien_Ich_Toan_Quoc.docx,multi_hop,multi_hop,,explicit_multi_hop,1.0,2,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce | eval-55e0dc1c6e927b9f:v1:structure_recursive:2.0:3e5532914830e3c8:12:e39d87b170f0,2,0,
